Cod_Transacao,Produto,Quantidade,Preço Unitário,Valor Total,Forma de Pagamento,Tipo de Consumo,Data da Transação,Origem,Hora da Transação,Cod_Loja,Localizacao_Loja,Cod_Produto,Categoria do Produto,Tipo do Produto,Detalhe do Produto,valor_imputado,is_valid,quality_issues
TXN_2921765,TEA,2,1.50,3.00,CREDIT CARD,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_7653452,SANDWICH,1,4.00,4.00,CREDIT CARD,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1732639,COOKIE,4,1.00,4.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_7971761,SALAD,1,5.00,5.00,CREDIT CARD,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_7132021,SMOOTHIE,2,4.00,8.00,CREDIT CARD,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9329112,SMOOTHIE,3,4.00,12.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1708928,SMOOTHIE,1,4.00,4.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_2352685,COOKIE,1,1.00,1.00,CASH,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8743142,COOKIE,1,1.00,1.00,DIGITAL WALLET,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1929109,SANDWICH,5,4.00,20.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8126049,SANDWICH,3,4.00,12.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8434259,TEA,2,1.50,3.00,DIGITAL WALLET,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9719954,TEA,1,1.50,1.50,DIGITAL WALLET,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4070040,CAKE,1,3.00,3.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1454024,COOKIE,5,1.00,5.00,DIGITAL WALLET,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_3147874,COOKIE,1,1.00,1.00,DIGITAL WALLET,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9708632,COFFEE,5,2.00,10.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_6266187,TEA,5,1.50,7.50,CREDIT CARD,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_6563365,JUICE,,3.00,12.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,True,False,['data_ausente']
TXN_5556985,JUICE,3,3.00,9.00,DIGITAL WALLET,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1621227,COFFEE,2,2.00,4.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4623468,COFFEE,5,2.00,10.00,CREDIT CARD,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1037486,SALAD,5,5.00,25.00,DIGITAL WALLET,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5492760,CAKE,2,3.00,6.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9796122,SALAD,3,5.00,15.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4988100,COFFEE,1,2.00,2.00,DIGITAL WALLET,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_7845656,JUICE,3,3.00,9.00,CREDIT CARD,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_6567287,COOKIE,4,1.00,4.00,DIGITAL WALLET,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_2376870,N/A,5,4.00,20.00,DIGITAL WALLET,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_2025634,N/A,1,4.00,4.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1108326,CAKE,2,3.00,6.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5206046,SANDWICH,3,4.00,12.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1465364,TEA,4,1.50,6.00,DIGITAL WALLET,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_3811655,SMOOTHIE,2,4.00,8.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8813052,TEA,4,1.50,6.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5961027,CAKE,2,3.00,6.00,CASH,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_3660048,CAKE,1,,3.00,CREDIT CARD,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,True,False,['data_ausente']
TXN_5811766,CAKE,5,,15.00,DIGITAL WALLET,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,True,False,['data_ausente']
TXN_3083412,COFFEE,5,,10.00,CREDIT CARD,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,True,False,['data_ausente']
TXN_7353685,SANDWICH,2,4.00,8.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4978922,COOKIE,4,1.00,4.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_7364110,COFFEE,5,2.00,10.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_6332132,JUICE,3,3.00,9.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4754723,COFFEE,2,2.00,4.00,CREDIT CARD,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8872715,COOKIE,2,1.00,2.00,DIGITAL WALLET,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_7470034,SMOOTHIE,5,4.00,20.00,DIGITAL WALLET,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9705027,COOKIE,2,1.00,2.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5939783,COOKIE,2,1.00,2.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_2062604,COFFEE,2,2.00,4.00,CASH,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9930357,JUICE,1,3.00,3.00,CREDIT CARD,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_6901162,N/A,3,4.00,12.00,DIGITAL WALLET,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9263959,COOKIE,,1.00,5.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,True,False,['data_ausente']
TXN_2097987,SANDWICH,2,4.00,8.00,DIGITAL WALLET,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_7292662,SANDWICH,1,4.00,4.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_3660347,SMOOTHIE,5,4.00,20.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_7753584,COFFEE,4,2.00,8.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5459138,SMOOTHIE,2,4.00,8.00,DIGITAL WALLET,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1166001,N/A,,3.00,15.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,True,False,['data_ausente']
TXN_2354774,COFFEE,5,2.00,10.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4921791,SALAD,4,5.00,20.00,CREDIT CARD,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_3692789,SANDWICH,,4.00,8.00,CREDIT CARD,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,True,False,['data_ausente']
TXN_4962500,JUICE,5,3.00,15.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4003831,COOKIE,1,1.00,1.00,CREDIT CARD,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9877722,SANDWICH,5,4.00,20.00,DIGITAL WALLET,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4255580,N/A,1,,3.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,True,False,['data_ausente']
TXN_1526920,SANDWICH,5,4.00,20.00,DIGITAL WALLET,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9663941,JUICE,4,3.00,12.00,CASH,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4635386,TEA,1,1.50,1.50,CREDIT CARD,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9055374,SANDWICH,1,4.00,4.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1637131,N/A,4,,6.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,True,False,['data_ausente']
TXN_1852436,JUICE,4,,12.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,True,False,['data_ausente']
TXN_2532563,SALAD,4,5.00,20.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_3674876,SMOOTHIE,5,4.00,20.00,CASH,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_2249212,CAKE,2,3.00,6.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_7915173,N/A,3,1.00,3.00,CASH,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4569448,N/A,1,3.00,3.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_2827259,TEA,3,1.50,4.50,CREDIT CARD,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8801160,SALAD,2,5.00,10.00,CASH,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_6762311,JUICE,1,3.00,3.00,CREDIT CARD,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_3787941,TEA,2,1.50,3.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8588758,SANDWICH,4,4.00,16.00,CREDIT CARD,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1688292,N/A,3,,9.00,CREDIT CARD,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,True,False,['data_ausente']
TXN_7390866,TEA,5,1.50,7.50,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9686177,CAKE,3,3.00,9.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_5536245,SMOOTHIE,4,4.00,16.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_6744733,SANDWICH,1,4.00,4.00,CASH,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_1964893,SMOOTHIE,1,4.00,4.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_4659954,N/A,3,4.00,12.00,CREDIT CARD,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8104914,COOKIE,1,1.00,1.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8344810,SMOOTHIE,2,4.00,8.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9460419,CAKE,1,3.00,3.00,N/A,TAKEAWAY,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_8253472,CAKE,1,3.00,3.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_3130865,JUICE,3,3.00,9.00,N/A,IN-STORE,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9226047,SMOOTHIE,3,4.00,12.00,CASH,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
TXN_9594133,CAKE,5,3.00,15.00,N/A,N/A,,CSV_DIRTY_CAFE_SALES,,,,,,,,False,False,['data_ausente']
