Cod_Transacao;Produto;Quantidade;Preço Unitário;Valor Total;Forma de Pagamento;Tipo de Consumo;Data da Transação;valor_imputado;is_valid;quality_issues
TXN_6899576;SALADA;2;5,00;10,00;CARTEIRA DIGITAL;PARA VIAGEM;26/10/2023;False;True;[]
TXN_2761003;VITAMINA;2;4,00;8,00;N/A;PRESENCIAL;08/11/2023;False;True;[]
TXN_6929413;CHÁ;1;1,50;1,50;CARTEIRA DIGITAL;N/A;13/10/2023;False;True;[]
TXN_2350703;N/A;4;3,00;12,00;DINHEIRO;PRESENCIAL;20/08/2023;False;True;[]
TXN_1948437;VITAMINA;2;4,00;8,00;N/A;PARA VIAGEM;03/11/2023;False;True;[]
TXN_5901887;VITAMINA;4;;16,00;N/A;PARA VIAGEM;31/08/2023;True;True;[]
TXN_1072232;SANDUICHE;1;4,00;4,00;CARTEIRA DIGITAL;PRESENCIAL;07/01/2023;False;True;[]
TXN_7469771;BOLO;5;3,00;15,00;N/A;N/A;09/12/2023;False;True;[]
TXN_7139053;SALADA;4;5,00;20,00;CARTEIRA DIGITAL;PARA VIAGEM;12/09/2023;False;True;[]
TXN_6028915;SANDUICHE;5;;20,00;DINHEIRO;PRESENCIAL;24/12/2023;True;True;[]
TXN_3622194;BOLO;1;3,00;3,00;CARTEIRA DIGITAL;N/A;26/06/2023;False;True;[]
TXN_6431215;BOLO;1;3,00;3,00;N/A;N/A;27/08/2023;False;True;[]
TXN_4385240;BISCOITO;4;1,00;4,00;DINHEIRO;PARA VIAGEM;10/02/2023;False;True;[]
TXN_3840523;N/A;2;4,00;8,00;CARTÃO DE CRÉDITO;N/A;27/12/2023;False;True;[]
TXN_5697778;BOLO;3;3,00;9,00;DINHEIRO;N/A;08/03/2023;False;True;[]
TXN_1749299;VITAMINA;2;4,00;8,00;N/A;N/A;28/10/2023;False;True;[]
TXN_6806024;SUCO;;3,00;6,00;CARTÃO DE CRÉDITO;PRESENCIAL;14/04/2023;True;True;[]
TXN_8352365;CAFÉ;5;2,00;10,00;N/A;PARA VIAGEM;10/08/2023;False;True;[]
TXN_7143535;BISCOITO;2;1,00;2,00;N/A;N/A;21/05/2023;False;True;[]
TXN_5090839;SANDUICHE;5;4,00;20,00;DINHEIRO;N/A;06/03/2023;False;True;[]
TXN_5743619;SALADA;5;5,00;25,00;CARTEIRA DIGITAL;PARA VIAGEM;07/11/2023;False;True;[]
TXN_8785432;BISCOITO;2;1,00;2,00;DINHEIRO;N/A;14/08/2023;False;True;[]
TXN_1086324;BOLO;3;3,00;9,00;N/A;PRESENCIAL;25/11/2023;False;True;[]
TXN_8211146;SANDUICHE;5;4,00;20,00;CARTEIRA DIGITAL;PARA VIAGEM;30/04/2023;False;True;[]
TXN_5826333;BISCOITO;1;1,00;1,00;DINHEIRO;N/A;14/05/2023;False;True;[]
TXN_1555314;SANDUICHE;1;4,00;4,00;N/A;PARA VIAGEM;25/02/2023;False;True;[]
TXN_4611673;VITAMINA;5;4,00;20,00;CARTEIRA DIGITAL;N/A;05/03/2023;False;True;[]
TXN_8839045;BOLO;2;3,00;6,00;N/A;PRESENCIAL;13/06/2023;False;True;[]
TXN_5183249;SANDUICHE;1;4,00;4,00;N/A;PRESENCIAL;02/07/2023;False;True;[]
TXN_5104848;CHÁ;2;1,50;3,00;N/A;PARA VIAGEM;22/01/2023;False;True;[]
TXN_9943917;SANDUICHE;3;4,00;12,00;CARTÃO DE CRÉDITO;PRESENCIAL;16/01/2023;False;True;[]
TXN_2490461;SALADA;4;5,00;20,00;N/A;N/A;22/09/2023;False;True;[]
TXN_5852244;BOLO;2;3,00;6,00;CARTÃO DE CRÉDITO;PARA VIAGEM;15/10/2023;False;True;[]
TXN_9874775;CHÁ;1;1,50;1,50;DINHEIRO;N/A;02/09/2023;False;True;[]
TXN_2586215;SUCO;2;3,00;6,00;CARTEIRA DIGITAL;N/A;23/03/2023;False;True;[]
TXN_7704229;CAFÉ;;2,00;8,00;DINHEIRO;N/A;15/07/2023;True;True;[]
TXN_5444860;CHÁ;2;1,50;3,00;CARTEIRA DIGITAL;N/A;28/04/2023;False;True;[]
TXN_9391494;CAFÉ;1;2,00;2,00;N/A;N/A;17/12/2023;False;True;[]
TXN_3557583;VITAMINA;5;4,00;20,00;CARTÃO DE CRÉDITO;N/A;26/07/2023;False;True;[]
TXN_8739878;N/A;1;3,00;3,00;N/A;N/A;27/09/2023;False;True;[]
TXN_5386352;N/A;1;4,00;4,00;CARTÃO DE CRÉDITO;N/A;18/01/2023;False;True;[]
TXN_8321887;N/A;5;1,00;5,00;N/A;N/A;21/03/2023;False;True;[]
TXN_3995266;SANDUICHE;1;4,00;4,00;CARTÃO DE CRÉDITO;PRESENCIAL;21/04/2023;False;True;[]
TXN_7326974;BOLO;4;3,00;12,00;CARTÃO DE CRÉDITO;N/A;31/12/2023;False;True;[]
TXN_7277750;BOLO;2;3,00;6,00;N/A;N/A;29/09/2023;False;True;[]
TXN_8075323;SANDUICHE;1;4,00;4,00;CARTEIRA DIGITAL;N/A;18/04/2023;False;True;[]
TXN_4831345;SANDUICHE;5;4,00;20,00;N/A;PRESENCIAL;10/05/2023;False;True;[]
TXN_1456374;BISCOITO;5;1,00;5,00;DINHEIRO;N/A;15/02/2023;False;True;[]
TXN_3263746;CAFÉ;1;2,00;2,00;DINHEIRO;PARA VIAGEM;14/11/2023;False;True;[]
TXN_9502077;VITAMINA;3;4,00;12,00;N/A;N/A;21/12/2023;False;True;[]
TXN_1671480;BISCOITO;5;1,00;5,00;N/A;N/A;06/01/2023;False;True;[]
TXN_7430227;BOLO;3;3,00;9,00;DINHEIRO;PRESENCIAL;24/07/2023;False;True;[]
TXN_1516182;BISCOITO;1;1,00;1,00;N/A;N/A;18/06/2023;False;True;[]
TXN_8807199;SALADA;5;5,00;25,00;CARTÃO DE CRÉDITO;N/A;30/05/2023;False;True;[]
TXN_8700466;CAFÉ;4;2,00;8,00;CARTEIRA DIGITAL;PRESENCIAL;29/04/2023;False;True;[]
TXN_2190325;SANDUICHE;4;4,00;16,00;CARTÃO DE CRÉDITO;PRESENCIAL;10/03/2023;False;True;[]
TXN_4150495;BISCOITO;2;1,00;2,00;DINHEIRO;N/A;12/04/2023;False;True;[]
TXN_3794410;BOLO;4;3,00;12,00;CARTÃO DE CRÉDITO;N/A;06/12/2023;False;True;[]
TXN_5677869;SUCO;5;3,00;15,00;DINHEIRO;PRESENCIAL;19/11/2023;False;True;[]
TXN_3436462;SALADA;2;5,00;10,00;CARTÃO DE CRÉDITO;PRESENCIAL;29/06/2023;False;True;[]
TXN_7493740;BOLO;1;3,00;3,00;N/A;N/A;18/05/2023;False;True;[]
TXN_7388752;SALADA;1;5,00;5,00;CARTÃO DE CRÉDITO;PARA VIAGEM;28/08/2023;False;True;[]
TXN_8655424;BISCOITO;2;1,00;2,00;N/A;PRESENCIAL;26/11/2023;False;True;[]
TXN_9720012;VITAMINA;5;4,00;20,00;DINHEIRO;PRESENCIAL;25/09/2023;False;True;[]
TXN_6609572;N/A;4;4,00;16,00;DINHEIRO;PRESENCIAL;15/06/2023;False;True;[]
TXN_9390188;CHÁ;1;1,50;1,50;N/A;PARA VIAGEM;20/06/2023;False;True;[]
TXN_1952465;BOLO;2;3,00;6,00;N/A;PARA VIAGEM;11/06/2023;False;True;[]
TXN_7605154;SUCO;5;3,00;15,00;DINHEIRO;PRESENCIAL;09/09/2023;False;True;[]
TXN_2684400;CAFÉ;3;2,00;6,00;N/A;PRESENCIAL;30/03/2023;False;True;[]
TXN_4702378;BOLO;2;3,00;6,00;DINHEIRO;N/A;28/08/2023;False;True;[]
TXN_6312755;SANDUICHE;2;4,00;8,00;CARTÃO DE CRÉDITO;N/A;11/02/2023;False;True;[]
TXN_7584025;CHÁ;4;1,50;6,00;N/A;PRESENCIAL;18/09/2023;False;True;[]
TXN_7533540;SANDUICHE;5;4,00;20,00;N/A;PRESENCIAL;01/11/2023;False;True;[]
TXN_4425164;SUCO;4;3,00;12,00;N/A;N/A;13/01/2023;False;True;[]
TXN_4325648;SUCO;3;3,00;9,00;CARTEIRA DIGITAL;PARA VIAGEM;04/05/2023;False;True;[]
TXN_7151374;CHÁ;4;1,50;6,00;CARTÃO DE CRÉDITO;PRESENCIAL;30/07/2023;False;True;[]
TXN_6413250;SALADA;;5,00;20,00;DINHEIRO;N/A;02/12/2023;True;True;[]
TXN_6496506;SUCO;1;3,00;3,00;CARTEIRA DIGITAL;PRESENCIAL;11/01/2023;False;True;[]
TXN_2695546;CHÁ;;1,50;1,50;CARTÃO DE CRÉDITO;PARA VIAGEM;26/08/2023;True;True;[]
TXN_4823513;BISCOITO;5;1,00;5,00;DINHEIRO;PARA VIAGEM;02/07/2023;False;True;[]
TXN_3222677;SANDUICHE;1;4,00;4,00;CARTEIRA DIGITAL;PARA VIAGEM;16/12/2023;False;True;[]
TXN_9942517;CAFÉ;4;2,00;8,00;CARTEIRA DIGITAL;PRESENCIAL;29/04/2023;False;True;[]
TXN_8735418;CAFÉ;5;2,00;10,00;CARTEIRA DIGITAL;PARA VIAGEM;03/03/2023;False;True;[]
TXN_7799794;N/A;4;1,00;4,00;CARTEIRA DIGITAL;PRESENCIAL;22/08/2023;False;True;[]
TXN_6347670;CHÁ;2;1,50;3,00;CARTEIRA DIGITAL;PRESENCIAL;24/06/2023;False;True;[]
TXN_9180345;SANDUICHE;4;;16,00;CARTEIRA DIGITAL;N/A;13/06/2023;True;True;[]
TXN_9632482;BOLO;2;3,00;6,00;CARTÃO DE CRÉDITO;N/A;27/08/2023;False;True;[]
TXN_4642770;CHÁ;4;1,50;6,00;N/A;N/A;22/09/2023;False;True;[]
TXN_5356324;VITAMINA;1;4,00;4,00;N/A;N/A;26/02/2023;False;True;[]
TXN_5148730;BOLO;1;3,00;3,00;DINHEIRO;N/A;12/12/2023;False;True;[]
TXN_8848847;BISCOITO;3;1,00;3,00;DINHEIRO;PARA VIAGEM;15/08/2023;False;True;[]
TXN_3686848;CHÁ;3;1,50;4,50;N/A;N/A;06/04/2023;False;True;[]
TXN_2328896;VITAMINA;4;4,00;16,00;DINHEIRO;N/A;20/10/2023;False;True;[]
TXN_6361856;BISCOITO;5;1,00;5,00;N/A;N/A;11/05/2023;False;True;[]
TXN_5942011;CHÁ;1;1,50;1,50;DINHEIRO;N/A;08/10/2023;False;True;[]
TXN_7137364;SALADA;5;5,00;25,00;DINHEIRO;N/A;09/08/2023;False;True;[]
TXN_9904042;N/A;4;4,00;16,00;CARTÃO DE CRÉDITO;N/A;09/06/2023;False;True;[]
TXN_1510406;N/A;3;5,00;15,00;N/A;PRESENCIAL;12/01/2023;False;True;[]
TXN_8176812;SANDUICHE;5;4,00;20,00;CARTEIRA DIGITAL;N/A;21/06/2023;False;True;[]
TXN_1360872;CAFÉ;2;;4,00;CARTÃO DE CRÉDITO;PRESENCIAL;04/11/2023;True;True;[]
TXN_4413776;CAFÉ;5;2,00;10,00;DINHEIRO;PARA VIAGEM;21/07/2023;False;True;[]
TXN_1811953;BISCOITO;2;1,00;2,00;N/A;N/A;26/06/2023;False;True;[]
TXN_9382596;VITAMINA;5;4,00;20,00;CARTÃO DE CRÉDITO;PARA VIAGEM;18/11/2023;False;True;[]
TXN_9480564;BISCOITO;4;1,00;4,00;DINHEIRO;PRESENCIAL;12/06/2023;False;True;[]
TXN_1094479;BOLO;3;3,00;9,00;N/A;PRESENCIAL;08/06/2023;False;True;[]
TXN_8301190;CAFÉ;1;2,00;2,00;DINHEIRO;PARA VIAGEM;01/04/2023;False;True;[]
TXN_7653946;VITAMINA;4;4,00;16,00;DINHEIRO;N/A;19/09/2023;False;True;[]
TXN_1348274;BOLO;5;3,00;15,00;N/A;N/A;14/11/2023;False;True;[]
TXN_2855149;SANDUICHE;2;4,00;8,00;DINHEIRO;PRESENCIAL;16/07/2023;False;True;[]
TXN_9320167;SUCO;5;3,00;15,00;CARTÃO DE CRÉDITO;N/A;12/11/2023;False;True;[]
TXN_1135215;SANDUICHE;3;4,00;12,00;N/A;PRESENCIAL;10/04/2023;False;True;[]
TXN_6158518;BISCOITO;5;1,00;5,00;DINHEIRO;N/A;28/09/2023;False;True;[]
TXN_5734442;BISCOITO;4;1,00;4,00;CARTÃO DE CRÉDITO;PARA VIAGEM;01/10/2023;False;True;[]
TXN_5748083;SALADA;;5,00;10,00;N/A;PARA VIAGEM;08/04/2023;True;True;[]
TXN_1804335;SUCO;;3,00;9,00;CARTÃO DE CRÉDITO;N/A;05/10/2023;True;True;[]
TXN_3644269;BISCOITO;5;1,00;5,00;CARTÃO DE CRÉDITO;PARA VIAGEM;26/09/2023;False;True;[]
TXN_5611239;N/A;4;1,00;4,00;DINHEIRO;PARA VIAGEM;18/11/2023;False;True;[]
TXN_4020100;BISCOITO;1;1,00;1,00;DINHEIRO;PRESENCIAL;09/08/2023;False;True;[]
TXN_1643870;SALADA;4;5,00;20,00;CARTEIRA DIGITAL;PARA VIAGEM;07/10/2023;False;True;[]
TXN_4734216;SALADA;3;5,00;15,00;CARTEIRA DIGITAL;PRESENCIAL;30/11/2023;False;True;[]
TXN_4060538;BOLO;2;3,00;6,00;CARTEIRA DIGITAL;PARA VIAGEM;08/09/2023;False;True;[]
TXN_4788388;BOLO;;3,00;9,00;N/A;N/A;29/06/2023;True;True;[]
TXN_9348280;N/A;2;4,00;8,00;CARTÃO DE CRÉDITO;PRESENCIAL;28/03/2023;False;True;[]
TXN_5173628;CHÁ;3;1,50;4,50;N/A;PARA VIAGEM;30/05/2023;False;True;[]
TXN_9040196;SUCO;3;3,00;9,00;DINHEIRO;N/A;28/06/2023;False;True;[]
TXN_1853983;CHÁ;1;1,50;1,50;DINHEIRO;PRESENCIAL;04/12/2023;False;True;[]
TXN_6154823;N/A;5;4,00;20,00;CARTEIRA DIGITAL;PARA VIAGEM;16/11/2023;False;True;[]
TXN_1936915;SALADA;3;5,00;15,00;CARTEIRA DIGITAL;PRESENCIAL;24/01/2023;False;True;[]
TXN_8693747;VITAMINA;4;;16,00;CARTEIRA DIGITAL;N/A;13/02/2023;True;True;[]
TXN_2911864;BISCOITO;3;1,00;3,00;CARTEIRA DIGITAL;PARA VIAGEM;21/03/2023;False;True;[]
TXN_2336921;SUCO;3;3,00;9,00;CARTEIRA DIGITAL;PARA VIAGEM;01/05/2023;False;True;[]
TXN_3275800;CAFÉ;3;2,00;6,00;N/A;PARA VIAGEM;27/05/2023;False;True;[]
TXN_6472656;CHÁ;3;1,50;4,50;DINHEIRO;PARA VIAGEM;25/11/2023;False;True;[]
TXN_3494191;VITAMINA;2;4,00;8,00;CARTÃO DE CRÉDITO;PRESENCIAL;08/01/2023;False;True;[]
TXN_4177717;BISCOITO;1;1,00;1,00;N/A;N/A;07/01/2023;False;True;[]
TXN_7313328;SUCO;1;3,00;3,00;N/A;PARA VIAGEM;03/01/2023;False;True;[]
TXN_4019047;N/A;2;2,00;4,00;N/A;N/A;14/09/2023;False;True;[]
TXN_6832697;SALADA;3;5,00;15,00;CARTÃO DE CRÉDITO;PARA VIAGEM;21/01/2023;False;True;[]
TXN_2919225;CAFÉ;4;2,00;8,00;CARTÃO DE CRÉDITO;PARA VIAGEM;14/02/2023;False;True;[]
TXN_4937344;SANDUICHE;;4,00;4,00;CARTÃO DE CRÉDITO;PRESENCIAL;12/02/2023;True;True;[]
TXN_6444366;CAFÉ;1;2,00;2,00;CARTEIRA DIGITAL;N/A;19/08/2023;False;True;[]
TXN_7448158;BOLO;;3,00;6,00;CARTEIRA DIGITAL;PARA VIAGEM;28/09/2023;True;True;[]
TXN_7630601;CHÁ;1;1,50;1,50;N/A;PARA VIAGEM;22/08/2023;False;True;[]
TXN_7366807;SALADA;;5,00;15,00;N/A;N/A;22/10/2023;True;True;[]
TXN_5762127;CAFÉ;2;2,00;4,00;N/A;PARA VIAGEM;10/11/2023;False;True;[]
TXN_1856153;CAFÉ;5;2,00;10,00;CARTÃO DE CRÉDITO;N/A;02/12/2023;False;True;[]
TXN_4908458;CHÁ;4;1,50;6,00;N/A;N/A;06/10/2023;False;True;[]
TXN_4214066;SUCO;2;3,00;6,00;N/A;PRESENCIAL;23/07/2023;False;True;[]
TXN_8252793;BISCOITO;4;1,00;4,00;CARTEIRA DIGITAL;N/A;28/07/2023;False;True;[]
TXN_1313643;BOLO;4;3,00;12,00;N/A;N/A;11/02/2023;False;True;[]
TXN_2941227;BISCOITO;3;1,00;3,00;DINHEIRO;PRESENCIAL;29/08/2023;False;True;[]
TXN_1206585;CHÁ;2;1,50;3,00;DINHEIRO;N/A;29/06/2023;False;True;[]
TXN_9580673;SUCO;2;3,00;6,00;N/A;PRESENCIAL;25/06/2023;False;True;[]
TXN_9874192;VITAMINA;3;4,00;12,00;N/A;N/A;30/11/2023;False;True;[]
TXN_4475487;VITAMINA;3;4,00;12,00;DINHEIRO;PRESENCIAL;01/06/2023;False;True;[]
TXN_8876663;SALADA;;5,00;10,00;CARTEIRA DIGITAL;PARA VIAGEM;23/03/2023;True;True;[]
TXN_3858126;VITAMINA;2;4,00;8,00;N/A;PRESENCIAL;25/08/2023;False;True;[]
TXN_3524464;VITAMINA;4;;16,00;CARTÃO DE CRÉDITO;PARA VIAGEM;31/08/2023;True;True;[]
TXN_6242107;CAFÉ;3;2,00;6,00;DINHEIRO;N/A;14/11/2023;False;True;[]
TXN_2352246;VITAMINA;4;4,00;16,00;CARTÃO DE CRÉDITO;PARA VIAGEM;20/06/2023;False;True;[]
TXN_9523335;BISCOITO;4;1,00;4,00;CARTÃO DE CRÉDITO;N/A;29/01/2023;False;True;[]
TXN_4475412;SANDUICHE;3;4,00;12,00;N/A;N/A;31/10/2023;False;True;[]
TXN_2656162;CAFÉ;1;2,00;2,00;CARTEIRA DIGITAL;PRESENCIAL;11/04/2023;False;True;[]
TXN_7517241;SANDUICHE;2;4,00;8,00;N/A;N/A;18/01/2023;False;True;[]
TXN_2435218;N/A;;2,00;10,00;N/A;PRESENCIAL;02/05/2023;True;True;[]
TXN_9022617;CAFÉ;1;2,00;2,00;CARTÃO DE CRÉDITO;PRESENCIAL;23/01/2023;False;True;[]
TXN_1031802;BISCOITO;4;1,00;4,00;N/A;N/A;27/06/2023;False;True;[]
TXN_2346296;BOLO;4;3,00;12,00;CARTEIRA DIGITAL;N/A;04/10/2023;False;True;[]
TXN_8219210;VITAMINA;5;4,00;20,00;DINHEIRO;N/A;12/01/2023;False;True;[]
TXN_4541981;VITAMINA;4;;16,00;CARTÃO DE CRÉDITO;PRESENCIAL;14/01/2023;True;True;[]
TXN_8522571;SUCO;2;3,00;6,00;CARTÃO DE CRÉDITO;PARA VIAGEM;19/09/2023;False;True;[]
TXN_6752476;CHÁ;4;1,50;6,00;N/A;PARA VIAGEM;28/08/2023;False;True;[]
TXN_1894142;SANDUICHE;4;4,00;16,00;DINHEIRO;PRESENCIAL;13/09/2023;False;True;[]
TXN_3766378;N/A;1;3,00;3,00;DINHEIRO;PARA VIAGEM;18/08/2023;False;True;[]
TXN_8885727;CHÁ;2;1,50;3,00;DINHEIRO;PARA VIAGEM;05/10/2023;False;True;[]
TXN_1422305;SANDUICHE;4;4,00;16,00;N/A;PRESENCIAL;09/03/2023;False;True;[]
TXN_4625165;SALADA;3;5,00;15,00;CARTÃO DE CRÉDITO;N/A;02/03/2023;False;True;[]
TXN_9323215;BISCOITO;3;1,00;3,00;N/A;N/A;27/01/2023;False;True;[]
TXN_6824743;SANDUICHE;2;4,00;8,00;CARTEIRA DIGITAL;PARA VIAGEM;08/11/2023;False;True;[]
TXN_9384397;SANDUICHE;;4,00;8,00;DINHEIRO;N/A;31/10/2023;True;True;[]
TXN_1034067;VITAMINA;3;;12,00;CARTEIRA DIGITAL;N/A;07/01/2023;True;True;[]
TXN_3265085;BISCOITO;5;1,00;5,00;N/A;PRESENCIAL;05/09/2023;False;True;[]
TXN_3061498;SALADA;5;5,00;25,00;N/A;N/A;14/11/2023;False;True;[]
TXN_6206792;CHÁ;;;6,00;CARTÃO DE CRÉDITO;N/A;13/10/2023;True;True;[]
TXN_7374304;CHÁ;5;1,50;7,50;CARTEIRA DIGITAL;PRESENCIAL;10/05/2023;False;True;[]
TXN_9447946;VITAMINA;2;4,00;8,00;CARTÃO DE CRÉDITO;PRESENCIAL;21/10/2023;False;True;[]
TXN_2102561;N/A;2;1,00;2,00;N/A;PRESENCIAL;05/04/2023;False;True;[]
TXN_8223689;SALADA;5;5,00;25,00;CARTEIRA DIGITAL;PRESENCIAL;08/09/2023;False;True;[]
TXN_3207254;BOLO;1;3,00;3,00;N/A;PARA VIAGEM;25/04/2023;False;True;[]
TXN_2579242;SUCO;5;3,00;15,00;N/A;PRESENCIAL;11/09/2023;False;True;[]
TXN_2187911;CAFÉ;3;;6,00;CARTÃO DE CRÉDITO;PARA VIAGEM;20/04/2023;True;True;[]
TXN_2594056;SALADA;4;5,00;20,00;DINHEIRO;N/A;11/03/2023;False;True;[]
TXN_6591736;CAFÉ;4;2,00;8,00;N/A;PARA VIAGEM;21/06/2023;False;True;[]
TXN_1267753;N/A;3;1,50;4,50;CARTÃO DE CRÉDITO;N/A;28/06/2023;False;True;[]
TXN_4615235;BOLO;4;3,00;12,00;DINHEIRO;N/A;08/01/2023;False;True;[]
TXN_4824519;VITAMINA;5;4,00;20,00;N/A;N/A;27/12/2023;False;True;[]
TXN_4677415;BOLO;2;3,00;6,00;CARTEIRA DIGITAL;N/A;12/12/2023;False;True;[]
TXN_3548788;SALADA;4;5,00;20,00;CARTEIRA DIGITAL;N/A;22/02/2023;False;True;[]
TXN_2503245;SANDUICHE;3;4,00;12,00;N/A;PARA VIAGEM;15/04/2023;False;True;[]
TXN_8855046;SUCO;3;;9,00;N/A;PARA VIAGEM;05/12/2023;True;True;[]
TXN_9287659;N/A;1;3,00;3,00;N/A;PRESENCIAL;13/05/2023;False;True;[]
TXN_2417402;SANDUICHE;3;4,00;12,00;CARTEIRA DIGITAL;N/A;09/05/2023;False;True;[]
TXN_6266017;BISCOITO;4;1,00;4,00;N/A;PRESENCIAL;28/09/2023;False;True;[]
TXN_4619018;BOLO;5;3,00;15,00;CARTEIRA DIGITAL;N/A;19/12/2023;False;True;[]
TXN_8352748;N/A;5;4,00;20,00;DINHEIRO;PRESENCIAL;01/05/2023;False;True;[]
TXN_2221447;BISCOITO;1;1,00;1,00;CARTÃO DE CRÉDITO;PRESENCIAL;06/12/2023;False;True;[]
TXN_3564954;VITAMINA;4;;16,00;DINHEIRO;N/A;09/03/2023;True;True;[]
TXN_8464222;BOLO;4;3,00;12,00;DINHEIRO;PRESENCIAL;17/08/2023;False;True;[]
TXN_6815753;BISCOITO;4;1,00;4,00;CARTEIRA DIGITAL;PARA VIAGEM;27/10/2023;False;True;[]
TXN_6738716;BOLO;;3,00;15,00;N/A;PARA VIAGEM;21/04/2023;True;True;[]
TXN_9477892;BOLO;3;3,00;9,00;CARTÃO DE CRÉDITO;N/A;21/08/2023;False;True;[]
TXN_3136701;N/A;2;4,00;8,00;N/A;PRESENCIAL;18/12/2023;False;True;[]
TXN_4644671;CAFÉ;3;2,00;6,00;N/A;N/A;20/04/2023;False;True;[]
TXN_1634534;SUCO;5;3,00;15,00;N/A;N/A;03/12/2023;False;True;[]
TXN_7809121;BOLO;4;3,00;12,00;N/A;N/A;15/05/2023;False;True;[]
TXN_1350239;VITAMINA;5;4,00;20,00;DINHEIRO;N/A;18/11/2023;False;True;[]
TXN_5145906;CHÁ;4;1,50;6,00;N/A;N/A;30/01/2023;False;True;[]
TXN_9603912;SUCO;5;3,00;15,00;N/A;N/A;23/12/2023;False;True;[]
TXN_1205610;N/A;2;1,00;2,00;N/A;PRESENCIAL;19/07/2023;False;True;[]
TXN_8969428;SALADA;3;5,00;15,00;N/A;PARA VIAGEM;08/03/2023;False;True;[]
TXN_5269634;BOLO;5;3,00;15,00;CARTEIRA DIGITAL;PRESENCIAL;07/04/2023;False;True;[]
TXN_3043982;SANDUICHE;5;4,00;20,00;DINHEIRO;PRESENCIAL;10/01/2023;False;True;[]
TXN_6310896;SANDUICHE;1;4,00;4,00;N/A;PRESENCIAL;01/05/2023;False;True;[]
TXN_5496282;VITAMINA;2;;8,00;N/A;N/A;03/03/2023;True;True;[]
TXN_3947201;BISCOITO;5;1,00;5,00;N/A;PARA VIAGEM;17/06/2023;False;True;[]
TXN_3666951;SUCO;2;3,00;6,00;N/A;PRESENCIAL;06/01/2023;False;True;[]
TXN_7254494;CAFÉ;5;2,00;10,00;CARTÃO DE CRÉDITO;PARA VIAGEM;16/03/2023;False;True;[]
TXN_3157867;N/A;2;5,00;10,00;N/A;PARA VIAGEM;02/11/2023;False;True;[]
TXN_6164035;BISCOITO;1;1,00;1,00;CARTÃO DE CRÉDITO;PARA VIAGEM;30/03/2023;False;True;[]
TXN_6234838;SUCO;5;3,00;15,00;N/A;PRESENCIAL;30/10/2023;False;True;[]
TXN_5671075;CHÁ;5;1,50;7,50;DINHEIRO;PRESENCIAL;25/12/2023;False;True;[]
TXN_5004986;SANDUICHE;3;4,00;12,00;CARTEIRA DIGITAL;N/A;23/01/2023;False;True;[]
TXN_4856575;SALADA;3;5,00;15,00;CARTEIRA DIGITAL;PRESENCIAL;10/09/2023;False;True;[]
TXN_6064400;SANDUICHE;5;4,00;20,00;N/A;N/A;06/07/2023;False;True;[]
TXN_8512136;SUCO;1;3,00;3,00;DINHEIRO;PARA VIAGEM;26/08/2023;False;True;[]
TXN_1868529;N/A;1;5,00;5,00;CARTÃO DE CRÉDITO;N/A;25/01/2023;False;True;[]
TXN_3129441;SUCO;3;3,00;9,00;CARTÃO DE CRÉDITO;PRESENCIAL;31/05/2023;False;True;[]
TXN_1652596;VITAMINA;5;4,00;20,00;CARTEIRA DIGITAL;N/A;04/10/2023;False;True;[]
TXN_3487896;CAFÉ;5;2,00;10,00;CARTÃO DE CRÉDITO;N/A;09/01/2023;False;True;[]
TXN_1429858;BISCOITO;4;1,00;4,00;CARTÃO DE CRÉDITO;N/A;15/03/2023;False;True;[]
TXN_1721242;VITAMINA;5;4,00;20,00;N/A;PRESENCIAL;23/11/2023;False;True;[]
TXN_3472707;SANDUICHE;2;4,00;8,00;DINHEIRO;PARA VIAGEM;26/03/2023;False;True;[]
TXN_5348750;N/A;5;5,00;25,00;CARTÃO DE CRÉDITO;N/A;15/07/2023;False;True;[]
TXN_3819085;SANDUICHE;1;4,00;4,00;N/A;PARA VIAGEM;23/11/2023;False;True;[]
TXN_2181920;SANDUICHE;3;4,00;12,00;DINHEIRO;N/A;11/02/2023;False;True;[]
TXN_1173155;CAFÉ;1;2,00;2,00;DINHEIRO;PRESENCIAL;14/03/2023;False;True;[]
TXN_4913079;SANDUICHE;3;4,00;12,00;N/A;N/A;19/08/2023;False;True;[]
TXN_1476711;CHÁ;2;1,50;3,00;N/A;N/A;26/01/2023;False;True;[]
TXN_5341644;BOLO;4;3,00;12,00;DINHEIRO;N/A;24/01/2023;False;True;[]
TXN_4548274;SUCO;5;3,00;15,00;CARTEIRA DIGITAL;N/A;09/05/2023;False;True;[]
TXN_8008815;SALADA;2;5,00;10,00;N/A;N/A;16/03/2023;False;True;[]
TXN_3639760;BOLO;5;3,00;15,00;CARTÃO DE CRÉDITO;PARA VIAGEM;29/01/2023;False;True;[]
TXN_8159727;SALADA;5;;25,00;CARTEIRA DIGITAL;N/A;24/04/2023;True;True;[]
TXN_5061028;BISCOITO;1;1,00;1,00;CARTÃO DE CRÉDITO;PARA VIAGEM;17/05/2023;False;True;[]
TXN_6962671;BOLO;2;3,00;6,00;N/A;N/A;20/01/2023;False;True;[]
TXN_4791072;CAFÉ;3;2,00;6,00;N/A;N/A;13/11/2023;False;True;[]
TXN_7263939;N/A;;4,00;4,00;N/A;N/A;08/08/2023;True;True;[]
