Cod_Transacao,Produto,Quantidade,Preço Unitário,Valor Total,Forma de Pagamento,Tipo de Consumo,Data da Transação
TXN_7524971,CHÁ,4,1.5,6.0,CARTEIRA DIGITAL,PARA VIAGEM,05/09/2023
TXN_4650447,CHÁ,1,1.5,1.5,DINHEIRO,,18/08/2023
TXN_3928174,CAFÉ,3,2.0,6.0,,,11/09/2023
TXN_1475403,BISCOITO,1,1.0,,DINHEIRO,PRESENCIAL,
TXN_1700027,VITAMINA,4,4.0,16.0,CARTEIRA DIGITAL,PRESENCIAL,04/06/2023
TXN_2026084,,2,2.0,4.0,DINHEIRO,PRESENCIAL,20/10/2023
TXN_5942938,,3,3.0,9.0,CARTÃO DE CRÉDITO,,24/05/2023
TXN_8813764,BISCOITO,,1.0,1.0,CARTÃO DE CRÉDITO,PRESENCIAL,08/05/2023
TXN_5202349,BISCOITO,4,1.0,4.0,,PRESENCIAL,27/11/2023
TXN_2409052,LANCHE,1,4.0,4.0,CARTÃO DE CRÉDITO,PRESENCIAL,08/07/2023
TXN_8528546,BOLO,3,3.0,9.0,DINHEIRO,,09/12/2023
TXN_4849860,CHÁ,4,1.5,6.0,CARTÃO DE CRÉDITO,PRESENCIAL,01/12/2023
TXN_1840897,,1,,5.0,,,03/06/2023
TXN_7689696,,5,4.0,20.0,CARTEIRA DIGITAL,PARA VIAGEM,03/07/2023
TXN_6905794,SALADA,1,5.0,,DINHEIRO,PARA VIAGEM,31/05/2023
TXN_4469769,SALADA,5,5.0,25.0,,,15/08/2023
TXN_9452261,BOLO,5,3.0,15.0,,,29/11/2023
TXN_7347515,VITAMINA,3,4.0,12.0,,PARA VIAGEM,25/04/2023
TXN_1940330,CHÁ,4,1.5,6.0,,PRESENCIAL,12/01/2023
TXN_1576355,CAFÉ,4,2.0,8.0,,,20/10/2023
TXN_8615635,,,1.0,4.0,,PRESENCIAL,12/01/2023
TXN_9511794,BISCOITO,1,1.0,1.0,DINHEIRO,PARA VIAGEM,10/06/2023
TXN_9024781,VITAMINA,4,4.0,16.0,DINHEIRO,PRESENCIAL,12/09/2023
TXN_7771526,SUCO,1,3.0,3.0,DINHEIRO,PRESENCIAL,28/04/2023
TXN_7070302,SALADA,3,5.0,15.0,,PRESENCIAL,30/04/2023
TXN_6511228,SALADA,4,5.0,20.0,CARTÃO DE CRÉDITO,,01/11/2023
TXN_5320512,CHÁ,5,1.5,7.5,,PRESENCIAL,25/04/2023
TXN_2972777,SUCO,4,,12.0,CARTÃO DE CRÉDITO,,08/04/2023
TXN_8591813,CAFÉ,3,2.0,6.0,DINHEIRO,PARA VIAGEM,31/10/2023
TXN_4095768,SALADA,5,5.0,25.0,CARTEIRA DIGITAL,PRESENCIAL,18/06/2023
TXN_9107508,CAFÉ,1,2.0,2.0,,,06/06/2023
TXN_2791987,VITAMINA,,4.0,4.0,CARTÃO DE CRÉDITO,,23/06/2023
TXN_6045577,,3,2.0,6.0,CARTÃO DE CRÉDITO,,06/07/2023
TXN_5534944,CHÁ,5,1.5,7.5,CARTÃO DE CRÉDITO,PARA VIAGEM,26/01/2023
TXN_7887682,,2,2.0,4.0,CARTÃO DE CRÉDITO,PARA VIAGEM,17/06/2023
TXN_5037517,,5,4.0,20.0,,PRESENCIAL,01/06/2023
TXN_6805091,,2,4.0,8.0,DINHEIRO,,28/12/2023
TXN_5839300,BOLO,1,3.0,3.0,CARTÃO DE CRÉDITO,,01/07/2023
TXN_7801115,CHÁ,1,1.5,1.5,DINHEIRO,,18/12/2023
TXN_4753853,,5,3.0,15.0,CARTÃO DE CRÉDITO,PARA VIAGEM,07/05/2023
TXN_7145259,SUCO,2,3.0,6.0,CARTEIRA DIGITAL,PRESENCIAL,11/11/2023
TXN_2817018,LANCHE,3,4.0,12.0,CARTÃO DE CRÉDITO,PARA VIAGEM,25/04/2023
TXN_6762490,SUCO,5,3.0,15.0,DINHEIRO,,03/05/2023
TXN_9705872,BISCOITO,3,,3.0,,PRESENCIAL,
TXN_6012446,VITAMINA,4,4.0,16.0,DINHEIRO,PARA VIAGEM,20/07/2023
TXN_8936086,LANCHE,4,4.0,16.0,,PRESENCIAL,27/11/2023
TXN_4135134,BISCOITO,5,1.0,5.0,CARTÃO DE CRÉDITO,PARA VIAGEM,11/08/2023
TXN_7808032,BISCOITO,4,,4.0,,PARA VIAGEM,19/12/2023
TXN_2212234,SUCO,2,3.0,6.0,DINHEIRO,PRESENCIAL,22/12/2023
TXN_8611918,,3,5.0,15.0,DINHEIRO,PARA VIAGEM,27/06/2023
TXN_5115009,BOLO,4,3.0,12.0,,PARA VIAGEM,21/02/2023
TXN_9827492,CHÁ,3,1.5,4.5,,,13/07/2023
TXN_6344003,BOLO,1,3.0,3.0,,,22/12/2023
TXN_1993155,SUCO,1,3.0,3.0,,,23/05/2023
TXN_4566012,BISCOITO,5,1.0,5.0,CARTÃO DE CRÉDITO,PARA VIAGEM,10/05/2023
TXN_1030539,BOLO,3,3.0,9.0,,PARA VIAGEM,06/11/2023
TXN_3830605,CAFÉ,,2.0,2.0,,PARA VIAGEM,07/12/2023
TXN_5052515,CHÁ,,1.5,1.5,DINHEIRO,PRESENCIAL,19/09/2023
TXN_5125382,CAFÉ,1,2.0,2.0,CARTEIRA DIGITAL,PRESENCIAL,26/12/2023
TXN_5015183,BOLO,2,3.0,6.0,,PRESENCIAL,29/08/2023
TXN_1661068,SALADA,3,5.0,15.0,DINHEIRO,PARA VIAGEM,09/04/2023
TXN_9549381,SUCO,1,3.0,3.0,CARTEIRA DIGITAL,PRESENCIAL,23/11/2023
TXN_7812084,LANCHE,4,4.0,16.0,DINHEIRO,PRESENCIAL,17/01/2023
TXN_1694364,LANCHE,3,4.0,12.0,,PARA VIAGEM,10/06/2023
TXN_4191925,CAFÉ,2,2.0,4.0,,,21/10/2023
TXN_2258091,SUCO,2,3.0,6.0,,PRESENCIAL,11/10/2023
TXN_6482262,SUCO,3,3.0,9.0,CARTÃO DE CRÉDITO,,13/05/2023
TXN_1951166,CHÁ,2,1.5,,CARTÃO DE CRÉDITO,,28/08/2023
TXN_4552615,BOLO,2,3.0,6.0,DINHEIRO,PARA VIAGEM,09/04/2023
TXN_6745856,BOLO,4,3.0,12.0,DINHEIRO,PRESENCIAL,16/06/2023
TXN_4898949,SALADA,1,5.0,5.0,,PRESENCIAL,18/09/2023
TXN_7027560,,5,1.5,7.5,,PRESENCIAL,05/10/2023
TXN_9646000,,2,,,,PRESENCIAL,14/12/2023
TXN_2338426,CAFÉ,2,2.0,4.0,,,07/05/2023
TXN_3369191,BISCOITO,5,1.0,5.0,DINHEIRO,PARA VIAGEM,07/02/2023
TXN_5551020,LANCHE,2,4.0,,CARTÃO DE CRÉDITO,,31/01/2023
TXN_9269683,LANCHE,5,4.0,20.0,CARTEIRA DIGITAL,,26/09/2023
TXN_9287350,VITAMINA,2,4.0,8.0,,PRESENCIAL,28/01/2023
TXN_6541809,CHÁ,3,1.5,4.5,,,01/05/2023
TXN_4398750,LANCHE,2,4.0,8.0,DINHEIRO,PRESENCIAL,28/05/2023
TXN_7493097,BOLO,,3.0,15.0,CARTÃO DE CRÉDITO,,04/11/2023
TXN_9850541,BISCOITO,4,1.0,4.0,DINHEIRO,PARA VIAGEM,02/09/2023
TXN_4262142,BOLO,2,3.0,6.0,DINHEIRO,PARA VIAGEM,02/01/2023
TXN_7153313,CHÁ,1,1.5,1.5,DINHEIRO,,29/12/2023
TXN_8581124,SALADA,2,5.0,10.0,CARTÃO DE CRÉDITO,,08/05/2023
TXN_3589218,SALADA,2,5.0,10.0,CARTÃO DE CRÉDITO,PRESENCIAL,21/06/2023
TXN_7303515,SALADA,4,5.0,20.0,DINHEIRO,PRESENCIAL,29/05/2023
TXN_2586183,BISCOITO,2,1.0,2.0,DINHEIRO,,04/09/2023
TXN_2436779,BOLO,1,3.0,3.0,CARTÃO DE CRÉDITO,PARA VIAGEM,24/05/2023
TXN_4001763,SUCO,3,3.0,9.0,,PARA VIAGEM,11/05/2023
TXN_9317529,SUCO,4,,12.0,CARTÃO DE CRÉDITO,,10/07/2023
TXN_6974587,SALADA,3,5.0,15.0,DINHEIRO,,16/06/2023
TXN_4379467,CHÁ,,1.5,1.5,,,16/06/2023
TXN_2719734,BOLO,5,3.0,15.0,CARTEIRA DIGITAL,PRESENCIAL,22/05/2023
TXN_2887332,LANCHE,5,4.0,20.0,,,16/11/2023
TXN_8566668,LANCHE,5,4.0,20.0,CARTEIRA DIGITAL,PRESENCIAL,12/02/2023
TXN_8284384,SUCO,2,3.0,6.0,CARTEIRA DIGITAL,PARA VIAGEM,05/06/2023
TXN_2139240,LANCHE,4,4.0,16.0,CARTEIRA DIGITAL,,06/04/2023
TXN_5454841,BISCOITO,5,1.0,5.0,,PARA VIAGEM,04/06/2023
TXN_8104431,CHÁ,5,1.5,7.5,,PRESENCIAL,07/03/2023
TXN_5141000,VITAMINA,4,4.0,16.0,,PARA VIAGEM,16/06/2023
TXN_2508499,CHÁ,3,1.5,4.5,CARTÃO DE CRÉDITO,PRESENCIAL,22/02/2023
TXN_4571510,VITAMINA,3,4.0,12.0,DINHEIRO,PARA VIAGEM,19/11/2023
TXN_4742476,CAFÉ,2,2.0,4.0,DINHEIRO,PRESENCIAL,27/10/2023
TXN_8510436,BOLO,1,3.0,3.0,CARTEIRA DIGITAL,PRESENCIAL,19/07/2023
TXN_7509630,BISCOITO,3,1.0,3.0,DINHEIRO,PRESENCIAL,20/04/2023
TXN_5276301,BOLO,3,3.0,9.0,DINHEIRO,,13/03/2023
TXN_4977130,LANCHE,1,4.0,4.0,CARTEIRA DIGITAL,PRESENCIAL,08/07/2023
TXN_4293196,BISCOITO,,1.0,3.0,,PRESENCIAL,17/06/2023
TXN_9284099,BOLO,2,3.0,6.0,CARTEIRA DIGITAL,PRESENCIAL,20/07/2023
TXN_1900411,SALADA,3,5.0,15.0,,,24/09/2023
TXN_7454416,CHÁ,1,1.5,1.5,CARTÃO DE CRÉDITO,PARA VIAGEM,07/12/2023
TXN_4178899,CAFÉ,2,2.0,4.0,,PARA VIAGEM,05/04/2023
TXN_9027002,VITAMINA,4,,16.0,CARTÃO DE CRÉDITO,PARA VIAGEM,31/12/2023
TXN_6587399,VITAMINA,1,4.0,4.0,,PARA VIAGEM,08/08/2023
TXN_7179013,SUCO,5,3.0,15.0,CARTÃO DE CRÉDITO,PRESENCIAL,06/05/2023
TXN_7694559,BISCOITO,3,1.0,3.0,DINHEIRO,PARA VIAGEM,05/05/2023
TXN_4391496,LANCHE,1,4.0,4.0,DINHEIRO,,20/02/2023
TXN_5668193,CAFÉ,5,2.0,10.0,DINHEIRO,PARA VIAGEM,14/08/2023
TXN_1448501,BOLO,4,3.0,12.0,CARTÃO DE CRÉDITO,PARA VIAGEM,10/09/2023
TXN_7139869,CHÁ,1,1.5,1.5,DINHEIRO,PRESENCIAL,22/06/2023
TXN_6419668,LANCHE,3,4.0,12.0,CARTÃO DE CRÉDITO,PRESENCIAL,29/04/2023
TXN_8810001,VITAMINA,5,4.0,20.0,CARTEIRA DIGITAL,PARA VIAGEM,23/12/2023
TXN_5647773,SALADA,2,5.0,10.0,,PRESENCIAL,20/07/2023
TXN_4439120,BISCOITO,2,1.0,2.0,CARTÃO DE CRÉDITO,PRESENCIAL,31/03/2023
TXN_4613510,BOLO,5,3.0,15.0,CARTÃO DE CRÉDITO,PARA VIAGEM,16/02/2023
TXN_7937275,BOLO,4,3.0,12.0,CARTÃO DE CRÉDITO,,18/09/2023
TXN_7565052,VITAMINA,5,4.0,20.0,,PRESENCIAL,18/06/2023
TXN_2044375,SALADA,1,5.0,5.0,DINHEIRO,PARA VIAGEM,05/01/2023
TXN_1772692,VITAMINA,3,4.0,12.0,DINHEIRO,,05/09/2023
TXN_6399545,LANCHE,4,4.0,16.0,CARTÃO DE CRÉDITO,PARA VIAGEM,22/03/2023
TXN_2980279,,1,3.0,3.0,CARTEIRA DIGITAL,PARA VIAGEM,23/04/2023
TXN_6286062,CAFÉ,1,2.0,2.0,CARTÃO DE CRÉDITO,,
TXN_4049031,CAFÉ,5,2.0,10.0,CARTEIRA DIGITAL,,22/08/2023
TXN_1328968,CHÁ,1,,1.5,,PRESENCIAL,28/06/2023
TXN_8549381,,5,4.0,20.0,CARTEIRA DIGITAL,,06/02/2023
TXN_2080228,SUCO,1,3.0,3.0,,PRESENCIAL,21/06/2023
TXN_7416880,BOLO,1,3.0,3.0,CARTÃO DE CRÉDITO,PRESENCIAL,20/07/2023
TXN_1360379,CHÁ,1,1.5,1.5,CARTÃO DE CRÉDITO,,23/08/2023
TXN_9617454,VITAMINA,1,4.0,4.0,CARTEIRA DIGITAL,PARA VIAGEM,22/08/2023
TXN_6421446,BOLO,2,3.0,6.0,DINHEIRO,PARA VIAGEM,17/09/2023
TXN_6272674,CAFÉ,3,2.0,6.0,DINHEIRO,,12/09/2023
TXN_6805882,BISCOITO,4,1.0,4.0,DINHEIRO,PRESENCIAL,04/09/2023
TXN_1475459,CHÁ,4,1.5,6.0,,PARA VIAGEM,09/11/2023
TXN_2825812,BOLO,3,,9.0,DINHEIRO,PARA VIAGEM,26/06/2023
TXN_5380198,BOLO,3,3.0,9.0,,,
TXN_5398922,SALADA,1,5.0,5.0,DINHEIRO,PRESENCIAL,10/01/2023
TXN_3458602,BOLO,2,3.0,6.0,DINHEIRO,PRESENCIAL,18/11/2023
TXN_6571440,VITAMINA,2,4.0,8.0,,PARA VIAGEM,18/01/2023
TXN_1368769,BISCOITO,3,1.0,3.0,CARTÃO DE CRÉDITO,PARA VIAGEM,02/06/2023
TXN_4343848,BISCOITO,5,1.0,5.0,CARTÃO DE CRÉDITO,PARA VIAGEM,16/07/2023
TXN_7656355,LANCHE,3,4.0,12.0,CARTÃO DE CRÉDITO,PARA VIAGEM,11/09/2023
TXN_4434005,BISCOITO,1,1.0,1.0,CARTEIRA DIGITAL,PRESENCIAL,20/03/2023
TXN_7975760,,3,3.0,9.0,CARTEIRA DIGITAL,PRESENCIAL,02/12/2023
TXN_9177867,CHÁ,3,1.5,4.5,CARTEIRA DIGITAL,,14/09/2023
TXN_8158986,BISCOITO,5,1.0,5.0,,PRESENCIAL,10/12/2023
TXN_9882625,LANCHE,1,4.0,4.0,DINHEIRO,PRESENCIAL,26/03/2023
TXN_8937461,BISCOITO,5,1.0,5.0,CARTEIRA DIGITAL,,22/12/2023
TXN_2485272,CHÁ,4,1.5,6.0,CARTEIRA DIGITAL,PARA VIAGEM,30/06/2023
TXN_4085337,VITAMINA,3,4.0,12.0,,PRESENCIAL,25/10/2023
TXN_6838802,CAFÉ,1,2.0,2.0,,PARA VIAGEM,29/08/2023
TXN_2114182,BISCOITO,3,1.0,3.0,CARTEIRA DIGITAL,,28/07/2023
TXN_8417552,CAFÉ,1,2.0,2.0,,PARA VIAGEM,09/12/2023
TXN_4126189,CHÁ,,1.5,1.5,CARTÃO DE CRÉDITO,,30/09/2023
TXN_1892454,SUCO,1,3.0,3.0,,,19/07/2023
TXN_9592941,CHÁ,5,1.5,7.5,CARTEIRA DIGITAL,PRESENCIAL,08/04/2023
TXN_1063342,LANCHE,5,4.0,20.0,,PRESENCIAL,13/01/2023
TXN_4407203,,4,1.0,4.0,DINHEIRO,PARA VIAGEM,21/08/2023
TXN_7153885,SALADA,1,5.0,5.0,CARTÃO DE CRÉDITO,,22/05/2023
TXN_1917388,,2,3.0,6.0,CARTEIRA DIGITAL,,15/04/2023
TXN_5279972,VITAMINA,4,4.0,16.0,CARTÃO DE CRÉDITO,PARA VIAGEM,07/01/2023
TXN_6953244,VITAMINA,5,4.0,20.0,DINHEIRO,,13/09/2023
TXN_5347792,SALADA,3,5.0,15.0,CARTEIRA DIGITAL,,10/02/2023
TXN_4876195,CHÁ,2,1.5,3.0,,PRESENCIAL,
TXN_1574190,VITAMINA,3,4.0,12.0,,,17/12/2023
TXN_4829492,,2,3.0,6.0,CARTÃO DE CRÉDITO,PARA VIAGEM,09/01/2023
TXN_9550629,VITAMINA,1,4.0,4.0,,PRESENCIAL,06/02/2023
TXN_6470865,CAFÉ,,2.0,,CARTEIRA DIGITAL,PARA VIAGEM,18/09/2023
TXN_3986639,SALADA,1,5.0,5.0,CARTÃO DE CRÉDITO,PRESENCIAL,09/10/2023
TXN_3227673,BISCOITO,1,1.0,,DINHEIRO,,13/10/2023
TXN_2915287,SALADA,1,5.0,5.0,CARTEIRA DIGITAL,PARA VIAGEM,16/01/2023
TXN_2513558,SUCO,4,3.0,12.0,,,11/10/2023
TXN_7460497,BOLO,5,3.0,15.0,DINHEIRO,,13/11/2023
TXN_1607471,LANCHE,2,4.0,8.0,CARTÃO DE CRÉDITO,PARA VIAGEM,03/01/2023
TXN_1244739,SALADA,2,5.0,10.0,CARTÃO DE CRÉDITO,PARA VIAGEM,13/09/2023
TXN_7878672,CAFÉ,1,,2.0,DINHEIRO,PRESENCIAL,25/10/2023
TXN_6807913,SUCO,3,3.0,9.0,CARTÃO DE CRÉDITO,PARA VIAGEM,22/01/2023
TXN_6438869,SUCO,5,3.0,15.0,CARTÃO DE CRÉDITO,PARA VIAGEM,30/10/2023
TXN_1047204,BISCOITO,3,1.0,3.0,CARTEIRA DIGITAL,,13/04/2023
TXN_6017458,,5,5.0,25.0,CARTÃO DE CRÉDITO,,23/04/2023
TXN_4311086,BOLO,4,3.0,12.0,,PRESENCIAL,10/10/2023
TXN_1075446,BISCOITO,4,1.0,4.0,CARTÃO DE CRÉDITO,,17/07/2023
TXN_8958723,LANCHE,4,4.0,16.0,CARTEIRA DIGITAL,,12/11/2023
TXN_2206740,CAFÉ,3,2.0,6.0,,PARA VIAGEM,07/06/2023
TXN_2337113,CAFÉ,1,2.0,2.0,CARTEIRA DIGITAL,PARA VIAGEM,19/11/2023
TXN_2417721,CAFÉ,4,2.0,8.0,CARTÃO DE CRÉDITO,PARA VIAGEM,20/10/2023
TXN_5808539,LANCHE,1,4.0,,,PARA VIAGEM,30/06/2023
TXN_6574910,BISCOITO,1,1.0,1.0,CARTEIRA DIGITAL,,13/09/2023
TXN_5342900,BOLO,5,3.0,15.0,DINHEIRO,,12/07/2023
TXN_8949453,,5,4.0,20.0,,PARA VIAGEM,13/11/2023
TXN_2853459,CHÁ,4,1.5,6.0,DINHEIRO,,14/08/2023
TXN_3379182,SUCO,4,3.0,12.0,DINHEIRO,,03/06/2023
TXN_9629448,CHÁ,2,1.5,3.0,,PRESENCIAL,22/02/2023
TXN_8233101,SALADA,2,5.0,10.0,DINHEIRO,PRESENCIAL,12/02/2023
TXN_1247244,LANCHE,1,4.0,4.0,CARTEIRA DIGITAL,PRESENCIAL,27/12/2023
TXN_4292280,BOLO,4,3.0,12.0,DINHEIRO,PARA VIAGEM,01/01/2023
TXN_3670476,CHÁ,3,1.5,4.5,DINHEIRO,PARA VIAGEM,25/03/2023
TXN_4506936,BISCOITO,1,1.0,1.0,CARTÃO DE CRÉDITO,PARA VIAGEM,20/03/2023
TXN_4009914,LANCHE,2,4.0,8.0,,PRESENCIAL,
TXN_2827994,BOLO,5,3.0,15.0,CARTEIRA DIGITAL,PRESENCIAL,04/12/2023
TXN_5342051,LANCHE,3,4.0,12.0,DINHEIRO,,21/04/2023
TXN_7924635,VITAMINA,5,4.0,20.0,CARTEIRA DIGITAL,PARA VIAGEM,21/02/2023
TXN_5958999,CHÁ,2,1.5,3.0,,,13/04/2023
TXN_9098841,BOLO,1,3.0,3.0,CARTÃO DE CRÉDITO,,07/08/2023
TXN_9723314,CAFÉ,4,2.0,8.0,DINHEIRO,PRESENCIAL,10/10/2023
TXN_2311186,VITAMINA,3,4.0,12.0,CARTEIRA DIGITAL,,16/07/2023
TXN_8061460,LANCHE,3,4.0,12.0,CARTÃO DE CRÉDITO,PARA VIAGEM,
TXN_4659573,BOLO,,3.0,15.0,,,15/05/2023
TXN_3920436,SUCO,2,3.0,6.0,CARTEIRA DIGITAL,PRESENCIAL,19/11/2023
TXN_5514988,BISCOITO,5,1.0,5.0,CARTÃO DE CRÉDITO,,
TXN_7825638,,4,3.0,12.0,,,09/12/2023
TXN_8710758,LANCHE,3,4.0,12.0,CARTÃO DE CRÉDITO,PRESENCIAL,12/01/2023
TXN_4873180,CHÁ,5,1.5,7.5,CARTEIRA DIGITAL,PRESENCIAL,17/01/2023
TXN_9643918,,3,1.0,3.0,CARTÃO DE CRÉDITO,PRESENCIAL,21/07/2023
TXN_9997620,BISCOITO,2,1.0,2.0,DINHEIRO,,11/12/2023
TXN_2830671,LANCHE,1,4.0,4.0,DINHEIRO,PARA VIAGEM,08/11/2023
TXN_7876619,,2,3.0,6.0,DINHEIRO,PRESENCIAL,27/09/2023
TXN_5898238,,,2.0,10.0,CARTÃO DE CRÉDITO,,29/06/2023
TXN_5337074,BISCOITO,3,1.0,3.0,CARTÃO DE CRÉDITO,PRESENCIAL,12/01/2023
TXN_9774186,CHÁ,3,1.5,4.5,,,03/07/2023
TXN_8619494,CAFÉ,2,2.0,4.0,CARTEIRA DIGITAL,PRESENCIAL,
TXN_7268802,SALADA,2,5.0,,CARTEIRA DIGITAL,PARA VIAGEM,10/04/2023
TXN_3894735,SUCO,5,3.0,15.0,,,10/03/2023
TXN_1842981,CHÁ,5,1.5,,CARTÃO DE CRÉDITO,,12/04/2023
TXN_1720238,SALADA,5,5.0,25.0,,PARA VIAGEM,08/05/2023
TXN_8520687,SALADA,5,5.0,25.0,,PARA VIAGEM,21/04/2023
TXN_5793417,LANCHE,2,4.0,8.0,CARTEIRA DIGITAL,PRESENCIAL,29/12/2023
TXN_2927909,BOLO,4,3.0,12.0,CARTÃO DE CRÉDITO,,04/10/2023
TXN_3412484,BOLO,4,3.0,12.0,,PARA VIAGEM,06/09/2023
TXN_3754190,,3,3.0,9.0,CARTEIRA DIGITAL,PRESENCIAL,
TXN_4048203,VITAMINA,2,4.0,8.0,,PARA VIAGEM,13/12/2023
TXN_9181224,LANCHE,5,4.0,20.0,DINHEIRO,,
TXN_6841304,BOLO,1,3.0,3.0,,,13/03/2023
TXN_2156454,BISCOITO,5,1.0,5.0,,PRESENCIAL,17/08/2023
TXN_2001807,,5,4.0,20.0,,PRESENCIAL,10/08/2023
TXN_4781960,SUCO,1,3.0,3.0,CARTEIRA DIGITAL,,28/03/2023
TXN_4381404,SALADA,,5.0,25.0,,,15/08/2023
TXN_8406851,,2,3.0,6.0,,PRESENCIAL,09/09/2023
TXN_3982257,CAFÉ,2,2.0,4.0,CARTEIRA DIGITAL,,23/07/2023
TXN_1463795,CAFÉ,5,2.0,10.0,CARTÃO DE CRÉDITO,,04/08/2023
TXN_7454894,CHÁ,,1.5,1.5,DINHEIRO,PARA VIAGEM,25/07/2023
TXN_5930304,LANCHE,2,4.0,8.0,CARTEIRA DIGITAL,,02/11/2023
TXN_4249989,CAFÉ,4,2.0,8.0,CARTEIRA DIGITAL,,22/01/2023
TXN_2957017,LANCHE,,4.0,20.0,DINHEIRO,PRESENCIAL,13/06/2023
TXN_2733833,BOLO,,3.0,12.0,,PRESENCIAL,09/09/2023
TXN_6585794,VITAMINA,5,4.0,20.0,CARTÃO DE CRÉDITO,PRESENCIAL,15/02/2023
TXN_5721846,BISCOITO,3,1.0,3.0,DINHEIRO,PARA VIAGEM,14/04/2023
TXN_6487493,SALADA,3,5.0,15.0,DINHEIRO,PRESENCIAL,13/03/2023
TXN_4476636,CAFÉ,3,,6.0,CARTÃO DE CRÉDITO,PRESENCIAL,
TXN_1197495,SUCO,5,3.0,15.0,,PARA VIAGEM,
TXN_9395087,CHÁ,1,1.5,1.5,DINHEIRO,PRESENCIAL,12/06/2023
TXN_4477559,SUCO,5,3.0,15.0,CARTÃO DE CRÉDITO,,02/10/2023
TXN_5542033,LANCHE,3,4.0,12.0,CARTEIRA DIGITAL,,26/06/2023
TXN_8850984,LANCHE,3,,12.0,DINHEIRO,PARA VIAGEM,27/05/2023
TXN_1710823,SALADA,2,5.0,10.0,CARTÃO DE CRÉDITO,,27/01/2023
TXN_6575440,CHÁ,1,1.5,1.5,DINHEIRO,,05/02/2023
TXN_5225537,CHÁ,5,1.5,7.5,CARTEIRA DIGITAL,,04/11/2023
TXN_1583315,BISCOITO,3,1.0,3.0,,PARA VIAGEM,17/10/2023
TXN_8130122,LANCHE,2,4.0,8.0,,PRESENCIAL,23/10/2023
TXN_3587444,SUCO,2,3.0,6.0,CARTÃO DE CRÉDITO,,03/02/2023
TXN_7053280,,,2.0,10.0,,PRESENCIAL,28/05/2023
TXN_9407000,LANCHE,4,4.0,16.0,,PARA VIAGEM,03/10/2023
TXN_3017917,BISCOITO,3,,3.0,CARTÃO DE CRÉDITO,PARA VIAGEM,31/08/2023
TXN_8090925,,3,1.0,3.0,CARTEIRA DIGITAL,PRESENCIAL,11/07/2023
TXN_7738013,SALADA,5,5.0,25.0,CARTÃO DE CRÉDITO,PARA VIAGEM,28/11/2023
TXN_8542781,BOLO,2,3.0,6.0,,,18/05/2023
TXN_6617283,CHÁ,4,1.5,6.0,CARTEIRA DIGITAL,,09/06/2023
TXN_1461221,SALADA,2,5.0,10.0,DINHEIRO,PRESENCIAL,30/04/2023
TXN_2056358,CAFÉ,3,2.0,6.0,DINHEIRO,PRESENCIAL,17/09/2023
TXN_1858674,VITAMINA,2,4.0,8.0,,PRESENCIAL,09/04/2023
TXN_2251009,BISCOITO,5,1.0,5.0,,,02/04/2023
TXN_5616473,LANCHE,4,4.0,16.0,DINHEIRO,,28/07/2023
TXN_7022398,LANCHE,4,4.0,16.0,,,23/12/2023
TXN_2615514,BISCOITO,5,,5.0,CARTEIRA DIGITAL,,
TXN_7379939,,1,1.0,1.0,DINHEIRO,,21/04/2023
TXN_7331525,BOLO,2,3.0,6.0,,,
TXN_1004184,VITAMINA,1,4.0,4.0,CARTÃO DE CRÉDITO,PRESENCIAL,18/05/2023
TXN_4141868,CHÁ,3,1.5,4.5,CARTÃO DE CRÉDITO,,08/02/2023
TXN_9871971,VITAMINA,3,4.0,12.0,,PARA VIAGEM,06/10/2023
TXN_4168771,CAFÉ,5,2.0,10.0,CARTEIRA DIGITAL,,02/08/2023
TXN_6328925,SALADA,4,5.0,20.0,CARTÃO DE CRÉDITO,,05/09/2023
TXN_1226662,SALADA,1,5.0,5.0,,PRESENCIAL,17/06/2023
TXN_7562171,CHÁ,1,1.5,1.5,,PRESENCIAL,02/09/2023
TXN_6843677,,,2.0,8.0,,PARA VIAGEM,09/09/2023
TXN_2980632,BISCOITO,3,1.0,3.0,CARTÃO DE CRÉDITO,PARA VIAGEM,14/01/2023
TXN_2609762,CAFÉ,5,2.0,10.0,,PARA VIAGEM,26/07/2023
TXN_7253734,LANCHE,,4.0,20.0,CARTEIRA DIGITAL,,28/09/2023
TXN_6679600,CAFÉ,1,2.0,2.0,CARTEIRA DIGITAL,,15/03/2023
TXN_8722854,SUCO,1,3.0,3.0,CARTÃO DE CRÉDITO,PARA VIAGEM,
TXN_8279992,SUCO,5,3.0,15.0,,,03/07/2023
TXN_5722123,BOLO,4,3.0,12.0,CARTEIRA DIGITAL,PARA VIAGEM,23/11/2023
TXN_3446174,BOLO,5,3.0,15.0,DINHEIRO,,31/10/2023
TXN_3518261,LANCHE,2,4.0,8.0,CARTEIRA DIGITAL,,05/08/2023
TXN_5927925,SUCO,4,3.0,12.0,CARTEIRA DIGITAL,PRESENCIAL,02/11/2023
TXN_5101593,BOLO,5,3.0,15.0,CARTÃO DE CRÉDITO,PARA VIAGEM,25/01/2023
TXN_1578981,BOLO,1,3.0,3.0,DINHEIRO,PRESENCIAL,15/05/2023
TXN_7876388,BISCOITO,4,1.0,4.0,DINHEIRO,PRESENCIAL,05/10/2023
TXN_5939363,CHÁ,5,1.5,7.5,CARTÃO DE CRÉDITO,PRESENCIAL,14/02/2023
